Updated at,Company,Crunchbase Url,Last Valuation (Billion $),Date Joined,Year Joined,City,Country,Industry,Investors,Company Website
"10/31/2022, 2:37:05 AM",Esusu,https://www.cbinsights.com/company/esusu,1.0,1/27/2022,2022,New York,United States,Fintech,"[""Next Play Ventures"",""Zeal Capital Partners"",""SoftBank Group""]",
"10/31/2022, 2:37:05 AM",Fever Labs,https://www.cbinsights.com/company/fever-labs,1.0,1/26/2022,2022,New York,United States,Internet software & services,"[""Accel"",""14W"",""GS Growth""]",
"10/31/2022, 2:37:04 AM",Minio,https://www.cbinsights.com/company/minio,1.0,1/26/2022,2022,Palo Alto,United States,Data management & analytics,"[""General Catalyst"",""Nexus Venture Partners"",""Dell Technologies Capital""]",
"10/31/2022, 2:37:04 AM",Darwinbox,https://www.cbinsights.com/company/darwinbox,1.0,1/25/2022,2022,Hyderabad,India,Internet software & services,"[""Lightspeed India Partners"",""Sequoia Capital India"",""Endiya Partners""]",
"10/31/2022, 2:37:04 AM",Pentera,https://www.cbinsights.com/company/pcysys,1.0,1/11/2022,2022,Petah Tikva,Israel,Cybersecurity ,"[""AWZ Ventures"",""Blackstone"",""Insight Partners""]",
"10/31/2022, 2:37:04 AM",Placer.ai,https://www.cbinsights.com/company/placerai,1.0,1/12/2022,2022,Los Altos,United States,Artificial intelligence,"[""Fifth Wall Ventures"",""JBV Capital"",""Array Ventures""]",
"10/31/2022, 2:36:06 AM",CAIS,https://www.cbinsights.com/company/cais,1.1,1/11/2022,2022,New York,United States,Fintech,"[""Franklin Templeton"",""Motive Partners. Apollo Global Management""]",
"10/31/2022, 2:36:04 AM",Chief,https://www.cbinsights.com/company/chief-1,1.1,3/31/2022,2022,New York,United States,Other,"[""General Catalyst"",""Inspired Capital"",""Flybridge Capital Partners""]",
"10/31/2022, 2:34:41 AM",Ankorstore,https://www.cbinsights.com/company/ankorstore,1.98,1/10/2022,2022,Paris,France,E-commerce & direct-to-consumer,"[""Global Founders Capital"",""Aglae Ventures"",""Alven Capital""]",
"10/31/2022, 2:37:16 AM",Unstoppable Domains,https://www.cbinsights.com/company/unstoppable-domains,1.0,7/27/2022,2022,Las Vegas,United States,Internet software & services,"[""Boost VC"",""Draper Associates"",""Gaingels""]",
"10/31/2022, 2:37:16 AM",SingleStore,https://www.cbinsights.com/company/memsql,1.0,7/12/2022,2022,San Francisco,United States,Data management & analytics,"[""Google Ventures"",""Accel"",""Data Collective""]",
"10/31/2022, 2:37:16 AM",VulcanForms,https://www.cbinsights.com/company/vulcanforms,1.0,7/5/2022,2022,Burlington,United States,"Supply chain, logistics, & delivery","[""Eclipse Ventures"",""D1 Capital Partners"",""Industry Ventures""]",
"10/31/2022, 2:37:15 AM",FourKites,https://www.cbinsights.com/company/fourkites,1.0,6/21/2022,2022,Chicago,United States,"Supply chain, logistics, & delivery","[""Hyde Park Venture Partners"",""Bain Capital Ventures"",""Hyde Park Angels""]",
"10/31/2022, 2:37:15 AM",LeadSquared,https://www.cbinsights.com/company/leadsquared,1.0,6/21/2022,2022,Bengaluru,India,Internet software & services,"[""Gaja Capital Partners"",""Stakeboat Capital"",""WestBridge Capital""]",
"10/31/2022, 2:37:15 AM",Vayyar,https://www.cbinsights.com/company/vayyar-imaging,1.0,6/6/2022,2022,Yehud,Israel,Hardware,"[""Battery Ventures"",""Bessemer Venture Partners"",""MoreVC""]",
"10/31/2022, 2:37:15 AM",JupiterOne,https://www.cbinsights.com/company/jupiterone,1.0,6/2/2022,2022,Morrisville,United States,Cybersecurity,"[""Bain Capital Ventures"",""Splunk Ventures"",""Cisco Investments""]",
"10/31/2022, 2:37:15 AM",Immuta,https://www.cbinsights.com/company/immuta,1.0,6/8/2022,2022,Boston,United States,Data management & analytics,"[""DFJ Growth Fund"",""Dell Technologies Capital"",""Ten Eleven Ventures""]",
"10/31/2022, 2:37:14 AM",CareBridge,https://www.cbinsights.com/company/carebridge,1.0,6/8/2022,2022,Nashville,United States,Health,"[""Bain Capital Ventures"",""Splunk Ventures"",""Cisco Investments""]",
"10/31/2022, 2:37:14 AM",Glean,https://www.cbinsights.com/company/glean-2,1.0,5/18/2022,2022,Palo Alto,United States,Internet software & services,"[""General Catalyst"",""Kleiner Perkins Caufield & Byers"",""Lightspeed Venture Partners""]",
"10/31/2022, 2:37:14 AM",Habi,https://www.cbinsights.com/company/habi,1.0,5/11/2022,2022,Bogota,Colombia,Fintech,"[""Homebrew"",""Inspired Capital"",""Tiger Global Management""]",
"10/31/2022, 2:37:14 AM",Remarkable,https://www.cbinsights.com/company/remarkable,1.0,5/10/2022,2022,Oslo,Norway,Internet software & services,"[""Spark Capital""]",
"10/31/2022, 2:37:14 AM",Opn,https://www.cbinsights.com/company/omise,1.0,5/9/2022,2022,Tokyo,Japan,Fintech,"[""Sinar Mas Digital Ventures"",""JIC Venture Growth Investments"",""Golden Gate Ventures""]",
"10/31/2022, 2:37:13 AM",Polarium,https://www.cbinsights.com/company/polarium,1.0,5/3/2022,2022,Kista,Sweden,Other,"[""AMF Pensionsforsakring""]",
"10/31/2022, 2:37:13 AM",Open,https://www.cbinsights.com/company/open,1.0,5/2/2022,2022,Bengaluru,India,Fintech,"[""3one4 Capital Partners"",""Tiger Global Management"",""Temasek""]",
"10/31/2022, 2:37:13 AM",Taxfix,https://www.cbinsights.com/company/taxfix,1.0,4/28/2022,2022,Berlin,Germany,Fintech,"[""Valar Ventures"",""Index Ventures"",""Creandum""]",
"10/31/2022, 2:37:13 AM",Divergent 3D,https://www.cbinsights.com/company/divergent-microfactories,1.0,4/25/2022,2022,Torrance,United States,Auto & transportation,"[""Hedosophia"",""Horizons Ventures"",""Alumni Ventures Group""]",
"10/31/2022, 2:37:12 AM",Factorial,https://www.cbinsights.com/company/factorial,1.0,10/11/2022,2022,Barcelona,Spain,Internet software & services,"[""K Fund"",""Creandum"",""CRV""]",
"10/31/2022, 2:37:12 AM",UPSIDE Foods,https://www.cbinsights.com/company/memphis-meats,1.0,4/21/2022,2022,Berkeley,United States,Other,"[""Battery Ventures"",""Adams Street Partners"",""Coatue Management""]",
"10/31/2022, 2:37:12 AM",Instabox,https://www.cbinsights.com/company/instabox,1.0,4/21/2022,2022,Stockholm,Sweden,"Supply chain, logistics, & delivery","[""Creades"",""EQT Ventures"",""Verdane Capital""]",
"10/31/2022, 2:37:12 AM",NexHealth,https://www.cbinsights.com/company/nexhealth,1.0,4/21/2022,2022,San Francisco,United States,Health,"[""iSeed Ventures"",""Point Nine Capital"",""Buckley Ventures""]",
"10/31/2022, 2:37:11 AM",Oyster,https://www.cbinsights.com/company/oyster-1,1.0,4/20/2022,2022,Wilmington,United States,Fintech,"[""Emergence Capital"",""Slack Fund"",""PayPal Ventures""]",
"10/31/2022, 2:37:11 AM",Genies,https://www.cbinsights.com/company/blend-systems,1.0,4/12/2022,2022,Venice,United States,Internet software & services,"[""New Enterprise Associates"",""Tull Investment Group"",""Silver Lake""]",
"10/31/2022, 2:37:11 AM",Grover,https://www.cbinsights.com/company/byebuy,1.0,4/7/2022,2022,Berlin,Germany,E-commerce & direct-to-consumer,"[""Varengold Bank"",""Circularity Capital"",""Coparion""]",
"10/31/2022, 2:37:11 AM",BostonGene,https://www.cbinsights.com/company/bostongene,1.0,4/6/2022,2022,Waltham,United States,Health,"[""Japan Industrial Partners"",""Impact Investment Capital"",""NEC""]",
"10/31/2022, 2:37:11 AM",LayerZero Labs,https://www.cbinsights.com/company/layerzero,1.0,3/30/2022,2022,New York,United States,Internet software & services,"[""Andreessen Horowitz"",""FTX Ventures"",""Tiger Global Management""]",
"10/31/2022, 2:37:10 AM",Electric,https://www.cbinsights.com/company/electric-ai,1.0,3/29/2022,2022,New York,United States,Cybersecurity,"[""Primary Venture Partners"",""Bessemer Venture Partners"",""Harmonic Growth Partners""]",
"10/31/2022, 2:37:10 AM",FLASH,https://www.cbinsights.com/company/flashparking,1.0,3/16/2022,2022,Austin,United States,Fintech,"[""L Catterton"",""Trellis Partners"",""Vista Equity Partners""]",
"10/31/2022, 2:37:10 AM",Tarana Wireless,https://www.cbinsights.com/company/tarana-wireless,1.0,3/23/2022,2022,Milpitas,United States,Mobile & telecommunications,"[""Prime Movers Lab"",""Khosla Ventures"",""I Squared Capital""]",
"10/31/2022, 2:37:09 AM",RapidAPI,https://www.cbinsights.com/company/rapidapi,1.0,3/23/2022,2022,San Francisco,United States,Internet software & services,"[""Green Bay Ventures"",""M12"",""Andreessen Horowitz""]",
"10/31/2022, 2:37:09 AM",CommerceIQ,https://www.cbinsights.com/company/boomerang-commerce-inc,1.0,3/21/2022,2022,Palo Alto,United States,Artificial Intelligence,"[""Trinity Ventures"",""Madrona Venture Group"",""Shasta Ventures""]",
"10/31/2022, 2:37:09 AM",Glia,https://www.cbinsights.com/company/salemove,1.0,3/21/2022,2022,New York,United States,Fintech,"[""Wildcat Capital Management"",""Insight Partners"",""Tola Capital""]",
"10/31/2022, 2:37:09 AM",Amagi,https://www.cbinsights.com/company/amagi-media-labs,1.0,3/16/2022,2022,Bengaluru,India,Internet software & services,"[""Mayfield"",""Accel"",""Norwest Venture Partners""]",
"10/31/2022, 2:37:09 AM",Aptos,https://www.cbinsights.com/company/aptos,1.0,3/15/2022,2022,Palo Alto,United States,Internet software & services,"[""Andreessen Horowitz"",""Coinbase Ventures"",""Tiger Global Management""]",
"10/31/2022, 2:37:08 AM",Gauntlet Networks,https://www.cbinsights.com/company/gauntlet-networks,1.0,3/7/2022,2022,New York,United States,Fintech,"[""Polychain Capital"",""Paradigm"",""Ribbit Capital""]",
"10/31/2022, 2:37:08 AM",Vendr,https://www.cbinsights.com/company/vendr,1.0,2/24/2022,2022,Boston,United States,Fintech,"[""Craft Ventures"",""F-Prime Capital"",""Sound Ventures""]",
"10/31/2022, 2:37:08 AM",Veev,https://www.cbinsights.com/company/veev,1.0,2/24/2022,2022,San Mateo,United States,Internet software & services,"[""Zeev Ventures"",""Bond"",""Fifth Wall Ventures""]",
"10/31/2022, 2:37:08 AM",BlueVoyant,https://www.cbinsights.com/company/bluevoyant,1.0,2/23/2022,2022,New York,United States,Cybersecurity,"[""8VC"",""Liberty Strategic Capital"",""Eden Global Partners""]",
"10/31/2022, 2:37:07 AM",Omada Health,https://www.cbinsights.com/company/omada-health,1.0,2/23/2022,2022,San Francisco,United States,Health,"[""U.S. Venture Partners"",""dRx Capital"",""Andreessen Horowitz""]",
"10/31/2022, 2:37:07 AM",Scalapay,https://www.cbinsights.com/company/scalapay,1.0,2/23/2022,2022,Milan,Italy,Fintech,"[""Fasanara Capital"",""Tiger Global Management"",""Baleen Capital""]",
"10/31/2022, 2:37:07 AM",Timescale,https://www.cbinsights.com/company/440-labs,1.0,2/22/2022,2022,New York,United States,Internet software & services,"[""New Enterprise Associates"",""Benchmark"",""Two Sigma Ventures""]",
"10/31/2022, 2:37:07 AM",Hasura,https://www.cbinsights.com/company/hasura,1.0,2/22/2022,2022,Bengaluru,India,Internet software & services,"[""Nexus Venture Partners"",""Vertex Ventures"",""STRIVE""]",
"10/31/2022, 2:37:07 AM",CHEQ,https://www.cbinsights.com/company/cheq,1.0,2/22/2022,2022,New York,United States,Cybersecurity ,"[""Battery Ventures"",""Tiger Global Management"",""Hanaco Ventures""]",
"10/31/2022, 2:37:06 AM",Axelar,https://www.cbinsights.com/company/axelar-1,1.0,2/15/2022,2022,Waterloo,Canada,Internet software & services,"[""Lemniscap VC"",""North Island Ventures"",""Polychain Capital""]",
"10/31/2022, 2:37:06 AM",Watershed,https://www.cbinsights.com/company/watershed,1.0,2/8/2022,2022,San Francisco,United States,Internet software & services,"[""Kleiner Perkins Caufield & Byers"",""Sequoia Capital""]",
"10/31/2022, 2:37:06 AM",Payhawk,https://www.cbinsights.com/company/payhawk,1.0,2/14/2022,2022,London,United Kingdom,Fintech,"[""Earlybird Venture Capital"",""Eleven Ventures"",""QED Investors""]",
"10/31/2022, 2:37:06 AM",Scandit,https://www.cbinsights.com/company/scandit,1.0,2/9/2022,2022,Zurich,Switzerland,"Supply chain, logistics, & delivery","[""Atomico"",""NGP Capital"",""Google Ventures""]",
"10/31/2022, 2:37:05 AM",Dune Analytics,https://www.cbinsights.com/company/dune-analytics,1.0,2/2/2022,2022,Oslo,Norway,Data management & analytics,"[""Multicoin Capital"",""Coatue Management"",""Dragonfly Capital Partners""]",
"10/31/2022, 2:37:05 AM",Betterfly,https://www.cbinsights.com/company/burn-to-give,1.0,2/1/2022,2022,Santiago,Chile,Artificial intelligence,"[""QED Investors"",""DST Global"",""Endeavor""]",
"10/31/2022, 2:37:03 AM",Assent,https://www.cbinsights.com/company/assent-compliance-inc,1.0,1/6/2022,2022,Ottawa,Canada,"Supply chain, logistics, & delivery","[""Vista Equity Partners"",""Warburg Pincus"",""First Ascent Ventures""]",
"10/31/2022, 2:37:03 AM",Fractal Analytics,https://www.cbinsights.com/company/fractal-analytics,1.0,1/5/2022,2022,Mumbai,India,Data management & analytics,"[""TPG Capital"",""Apax Partners"",""TA Associates""]",
"10/31/2022, 2:36:13 AM",Zebec,https://www.cbinsights.com/company/zebec,1.0,8/29/2022,2022,San Francisco,United States,Fintech,"[""Resolute Ventures"",""Shima Capital"",""Circle Ventures""]",
"10/31/2022, 2:36:13 AM",Perimeter 81,https://www.cbinsights.com/company/perimeter-81,1.0,6/6/2022,2022,Tel Aviv,Israel,Cybersecurity,"[""Insight Partners"",""Toba Capital"",""Spring Ventures""]",
"10/31/2022, 2:36:12 AM",TransferMate,https://www.cbinsights.com/company/transfermate,1.0,5/22/2022,2022,Kilkenny,Ireland,Fintech,"[""Railway Pension Trustee Co. Ltd.""]",
"10/31/2022, 2:36:12 AM",EcoVadis,https://www.cbinsights.com/company/ecovadis,1.0,6/14/2022,2022,Paris,France,"Supply chain, logistics, & delivery","[""Astorg Partners"",""Princeville Global"",""Beyond Net Zero""]",
"10/31/2022, 2:36:12 AM",Turntide Technologies,https://www.cbinsights.com/company/software-motor-corporation,1.0,6/15/2022,2022,Sunnyvale,United States,Auto & transportation,"[""Meson Capital Partners"",""Fifth Wall Ventures"",""OGCI Climate Investments""]",
"10/31/2022, 2:36:12 AM",Paystand,https://www.cbinsights.com/company/paystand,1.0,8/2/2022,2022,Scotts Valley,United States,Fintech,"[""BlueRun Ventures"",""LEAP Global Partners"",""Cervin Ventures""]",
"10/31/2022, 2:36:11 AM",Satispay,https://www.cbinsights.com/company/satispay,1.0,9/28/2022,2022,Milan,Italy,Fintech,"[""Lightrock"",""Greyhound Capital"",""Endeavor""]",
"10/31/2022, 2:36:11 AM",Vesttoo,https://www.cbinsights.com/company/Vesttoo,1.0,10/25/2022,2022,Tel Aviv-Yafo,Israel,Fintech,"[""Mouro Capital"",""Hanaco Venture Capital"",""Gramercy Ventures""]",
"10/31/2022, 2:36:11 AM",Stability AI,https://www.cbinsights.com/company/stability-ai,1.0,10/5/2022,2022,London,United Kingdom,Internet software & services,"[""Lightspeed Venture Partners"",""Coatue Management""]",
"10/31/2022, 2:36:11 AM",Celestia,https://www.cbinsights.com/company/lazyledger,1.0,10/19/2022,2022,Vaduz,Liechtenstein,Internet software & services,"[""Placeholder Capital"",""Coinbase Ventures"",""Binance Ventures""]",
"10/31/2022, 2:36:11 AM",LINE MAN Wongnai,https://www.cbinsights.com/company/line-man,1.0,9/26/2022,2022,Bangkok,Thailand,E-commerce & direct-to-consumer,"[""BRV Capital Management"",""Bualuang Ventures""]",
"10/31/2022, 2:36:10 AM",Flow,https://www.cbinsights.com/company/flow,1.0,8/15/2022,2022,New York,United States,Fintech,"[""Andreessen Horowitz""]",
"10/31/2022, 2:36:10 AM",Wheel,https://www.cbinsights.com/company/enzyme-health,1.01,1/19/2022,2022,Austin,United States,Health,"[""Silverton Partners"",""Tusk Ventures"",""CRV""]",
"10/31/2022, 2:36:09 AM",Branch,https://www.cbinsights.com/company/branch-1,1.05,3/1/2022,2022,Columbus,United States,Fintech,"[""American Family Ventures"",""Greycroft"",""SignalFire""]",
"10/31/2022, 2:36:08 AM",0x,https://www.cbinsights.com/company/0x-1,1.05,4/26/2022,2022,San Francisco,United States,Fintech,"[""Jump Capital"",""Pantera Capital"",""Greylock Partners""]",
"10/31/2022, 2:36:07 AM",Cirkul,https://www.cbinsights.com/company/cirkul,1.07,6/13/2022,2022,Sarasota,United States,Consumer & retail,"[""AF Ventures"",""Siddhi Capital"",""SC.Holdings""]",
"10/31/2022, 2:36:06 AM",Purplle,https://www.cbinsights.com/company/purplle,1.1,6/9/2022,2022,Mumbai,India,E-commerce & direct-to-consumer,"[""Blume Ventures"",""JSW Ventures"",""IvyCap Ventures""]",
"10/31/2022, 2:36:06 AM",Recover,https://www.cbinsights.com/company/recover-textile,1.1,6/9/2022,2022,Banyeres de Mariola,Spain,Other,"[""Goldman Sachs Asset Management"",""STORY3 Capital Partners""]",
"10/31/2022, 2:36:05 AM",PhysicsWallah,https://www.cbinsights.com/company/physicswallah,1.1,6/7/2022,2022,Uttar Pradesh,India,Edtech,"[""GSV Ventures"",""WestBridge Capital""]",
"10/31/2022, 2:36:05 AM",Material Security,https://www.cbinsights.com/company/meet-material,1.1,5/11/2022,2022,Redwood City,United States,Cybersecurity,"[""Andreessen Horowitz"",""Founders Fund""]",
"10/31/2022, 2:36:05 AM",Imply Data,https://www.cbinsights.com/company/imply-data,1.1,5/17/2022,2022,Burlingame,United States,Data management & analytics,"[""Andreessen Horowitz"",""Bessemer Venture Partners"",""Khosla Ventures,""]",
"10/31/2022, 2:36:05 AM",Teleport,https://www.cbinsights.com/company/gravitational,1.1,5/3/2022,2022,Oakland,United States,Cybersecurity,"[""Kleiner Perkins Caufield & Byers"",""s28 Capital"",""Insight Partners""]",
"10/31/2022, 2:36:05 AM",IntelyCare,https://www.cbinsights.com/company/intelycare,1.1,4/6/2022,2022,Quincy,United States,Health,"[""Kaiser Permanente Ventures"",""Endeavour Vision"",""LRVHealth""]",
"10/31/2022, 2:36:04 AM",Staffbase,https://www.cbinsights.com/company/staffbase,1.1,3/15/2022,2022,Chemnitz,Germany,Internet software & services,"[""Insight Partners"",""e.ventures"",""General Atlantic""]",
"10/31/2022, 2:36:04 AM",Beyond Identity,https://www.cbinsights.com/company/zeropw,1.1,2/22/2022,2022,New York,United States,Cybersecurity,"[""New Enterprise Associates"",""Koch Disruptive Technologies"",""Evolution Equity Partners""]",
"10/31/2022, 2:36:04 AM",eSentire,https://www.cbinsights.com/company/esentire,1.1,2/22/2022,2022,Waterloo,Canada,Cybersecurity,"[""Edison Partners"",""Georgian Partners"",""VentureLink""]",
"10/31/2022, 2:36:04 AM",LEAD School,https://www.cbinsights.com/company/lead-school,1.1,1/13/2022,2022,Andheri,India,Edtech,"[""WestBridge Capital"",""GSV Ventures"",""Elevar Equity""]",
"10/31/2022, 2:36:01 AM",Nowports,https://www.cbinsights.com/company/nowports,1.1,5/24/2022,2022,Monterrey,Mexico,"Supply chain, logistics, & delivery","["" Monashees+"",""Foundation Capital"",""Base10 Partners""]",
"10/31/2022, 2:36:01 AM",Caribou,https://www.cbinsights.com/company/motorefi,1.1,5/23/2022,2022,Denver,United States,Fintech,"["" CMFG Ventures"",""Accomplice"",""Moderne Ventures""]",
"10/31/2022, 2:35:57 AM",Flexe,https://www.cbinsights.com/company/flexe,1.0,4/21/2022,2022,Seattle,United States,"Supply chain, logistics, & delivery","[""Redpoint Ventures"",""Prologis Ventures"",""Madrona Venture Group""]",
"10/31/2022, 2:35:57 AM",Wasabi,https://www.cbinsights.com/company/bluearchive,1.1,9/27/2022,2022,Boston,United States,Internet software & services,"[""Forestay Capital"",""Alumni Ventures"",""NTT DoCoMo Ventures""]",
"10/31/2022, 2:35:57 AM",Invoca,https://www.cbinsights.com/company/invoca,1.1,6/14/2022,2022,Santa Barbara,United States,Artificial intelligence,"[""Upfront Ventures"",""Accel"",""Industry Ventures""]",
"10/31/2022, 2:35:57 AM",Visby Medical,https://www.cbinsights.com/company/click-diagnostics,1.12,3/1/2022,2022,San Jose,United States,Health,"[""Artiman Ventures"",""Pitango Venture Capital"",""Valo Ventures""]",
"10/31/2022, 2:35:56 AM",DANA,https://www.cbinsights.com/company/dana-1,1.13,8/10/2022,2022,Jakarta,Indonesia,Fintech,"[""Ant Group"",""Lazada"",""Sinar Mas Indonesia""]",
"10/31/2022, 2:35:56 AM",Happy Money,https://www.cbinsights.com/company/payoffcom,1.15,2/8/2022,2022,Tustin,United States,Fintech,"[""FirstMark Capital"",""Anthemis"",""CMFG Ventures""]",
